PERIOD:2011-06-30	STATUS:F	Gender:total	Population:910700
PERIOD:2011-09-30	STATUS:F	Gender:total	Population:910700
PERIOD:2011-12-31	STATUS:F	Gender:total	Population:909800
PERIOD:2012-03-31	STATUS:F	Gender:total	Population:910400
PERIOD:2012-06-30	STATUS:F	Gender:total	Population:909800
PERIOD:2012-09-30	STATUS:F	Gender:total	Population:909600
PERIOD:2012-12-31	STATUS:F	Gender:total	Population:909400
PERIOD:2013-03-31	STATUS:F	Gender:total	Population:909400
PERIOD:2013-06-30	STATUS:F	Gender:total	Population:908800
PERIOD:2013-09-30	STATUS:F	Gender:total	Population:908700
PERIOD:2013-12-31	STATUS:F	Gender:total	Population:909400
PERIOD:2014-03-31	STATUS:F	Gender:total	Population:910600
PERIOD:2014-06-30	STATUS:F	Gender:total	Population:911100
PERIOD:2014-09-30	STATUS:F	Gender:total	Population:911300
PERIOD:2014-12-31	STATUS:F	Gender:total	Population:912200
PERIOD:2015-03-31	STATUS:F	Gender:total	Population:913400
PERIOD:2015-06-30	STATUS:F	Gender:total	Population:914300
PERIOD:2015-09-30	STATUS:F	Gender:total	Population:915400
PERIOD:2015-12-31	STATUS:F	Gender:total	Population:916900
PERIOD:2016-03-31	STATUS:F	Gender:total	Population:919300
PERIOD:2016-06-30	STATUS:F	Gender:total	Population:921600
PERIOD:2016-09-30	STATUS:F	Gender:total	Population:924500
PERIOD:2016-12-31	STATUS:F	Gender:total	Population:927200
PERIOD:2017-03-31	STATUS:F	Gender:total	Population:930900
PERIOD:2017-06-30	STATUS:F	Gender:total	Population:933700
PERIOD:2017-09-30	STATUS:F	Gender:total	Population:936800
PERIOD:2017-12-31	STATUS:F	Gender:total	Population:939800
PERIOD:2018-03-31	STATUS:F	Gender:total	Population:943000
PERIOD:2018-06-30	STATUS:P	Gender:total	Population:944600
********************************

******** AGE:0-4 **********
PERIOD:2008-06-30	STATUS:F	Gender:female	Population:146740
PERIOD:2008-09-30	STATUS:F	Gender:female	Population:147570
PERIOD:2008-12-31	STATUS:F	Gender:female	Population:148210
PERIOD:2009-03-31	STATUS:F	Gender:female	Population:148780
PERIOD:2009-06-30	STATUS:F	Gender:female	Population:149420
PERIOD:2009-09-30	STATUS:F	Gender:female	Population:150430
PERIOD:2009-12-31	STATUS:F	Gender:female	Population:151510
PERIOD:2010-03-31	STATUS:F	Gender:female	Population:152360
PERIOD:2010-06-30	STATUS:F	Gender:female	Population:152980
PERIOD:2010-09-30	STATUS:F	Gender:female	Population:153780
PERIOD:2010-12-31	STATUS:F	Gender:female	Population:154280
PERIOD:2011-03-31	STATUS:F	Gender:female	Population:154520
PERIOD:2011-06-30	STATUS:F	Gender:female	Population:154440
PERIOD:2011-09-30	STATUS:F	Gender:female	Population:154660
PERIOD:2011-12-31	STATUS:F	Gender:female	Population:154300
PERIOD:2012-03-31	STATUS:F	Gender:female	Population:154080
PERIOD:2012-06-30	STATUS:F	Gender:female	Population:153640
PERIOD:2012-09-30	STATUS:F	Gender:female	Population:153320
PERIOD:2012-12-31	STATUS:F	Gender:female	Population:153040
PERIOD:2013-03-31	STATUS:F	Gender:female	Population:152380
PERIOD:2013-06-30	STATUS:F	Gender:female	Population:151770
PERIOD:2013-09-30	STATUS:F	Gender:female	Population:151240
PERIOD:2013-12-31	STATUS:F	Gender:female	Population:151020
PERIOD:2014-03-31	STATUS:F	Gender:female	Population:150850
PERIOD:2014-06-30	STATUS:F	Gender:female	Population:150450
PERIOD:2014-09-30	STATUS:F	Gender:female	Population:149780
PERIOD:2014-12-31	STATUS:F	Gender:female	Population:149480
PERIOD:2015-03-31	STATUS:F	Gender:female	Population:149060
PERIOD:2015-06-30	STATUS:F	Gender:female	Population:148870
PERIOD:2015-09-30	STATUS:F	Gender:female	Population:148530
PERIOD:2015-12-31	STATUS:F	Gender:female	Population:148500
PERIOD:2016-03-31	STATUS:F	Gender:female	Population:148390
PERIOD:2016-06-30	STATUS:F	Gender:female	Population:148330
PERIOD:2016-09-30	STATUS:F	Gender:female	Population:148710
PERIOD:2016-12-31	STATUS:F	Gender:female	Population:149070
PERIOD:2017-03-31	STATUS:F	Gender:female	Population:148890
PERIOD:2017-06-30	STATUS:F	Gender:female	Population:148900
PERIOD:2017-09-30	STATUS:F	Gender:female	Population:148940
PERIOD:2017-12-31	STATUS:F	Gender:female	Population:148920
PERIOD:2018-03-31	STATUS:F	Gender:female	Population:149030
PERIOD:2018-06-30	STATUS:P	Gender:female	Population:149020
PERIOD:2008-06-30	STATUS:F	Gender:male	Population:154290
PERIOD:2008-09-30	STATUS:F	Gender:male	Population:155270
PERIOD:2008-12-31	STATUS:F	Gender:male	Population:156140
PERIOD:2009-03-31	STATUS:F	Gender:male	Population:157120
PERIOD:2009-06-30	STATUS:F	Gender:male	Population:157790
PERIOD:2009-09-30	STATUS:F	Gender:male	Population:158700
PERIOD:2009-12-31	STATUS:F	Gender:male	Population:159750
PERIOD:2010-03-31	STATUS:F	Gender:male	Population:160530
PERIOD:2010-06-30	STATUS:F	Gender:male	Population:161370
PERIOD:2010-09-30	STATUS:F	Gender:male	Population:161960
PERIOD:2010-12-31	STATUS:F	Gender:male	Population:162560
PERIOD:2011-03-31	STATUS:F	Gender:male	Population:163050
PERIOD:2011-06-30	STATUS:F	Gender:male	Population:163020
PERIOD:2011-09-30	STATUS:F	Gender:male	Population:163170
PERIOD:2011-12-31	STATUS:F	Gender:male	Population:163040
PERIOD:2012-03-31	STATUS:F	Gender:male	Population:162710
PERIOD:2012-06-30	STATUS:F	Gender:male	Population:162090
PERIOD:2012-09-30	STATUS:F	Gender:male	Population:161600
PERIOD:2012-12-31	STATUS:F	Gender:male	Population:161520
PERIOD:2013-03-31	STATUS:F	Gender:male	Population:160980
PERIOD:2013-06-30	STATUS:F	Gender:male	Population:160150
PERIOD:2013-09-30	STATUS:F	Gender:male	Population:159600
PERIOD:2013-12-31	STATUS:F	Gender:male	Population:159130
PERIOD:2014-03-31	STATUS:F	Gender:male	Population:158510
PERIOD:2014-06-30	STATUS:F	Gender:male	Population:158360
PERIOD:2014-09-30	STATUS:F	Gender:male	Population:157860
PERIOD:2014-12-31	STATUS:F	Gender:male	Population:157650
PERIOD:2015-03-31	STATUS:F	Gender:male	Population:157370
PERIOD:2015-06-30	STATUS:F	Gender:male	Population:156870
PERIOD:2015-09-30	STATUS:F	Gender:male	Population:156530
PERIOD:2015-12-31	STATUS:F	Gender:male	Population:156410
PERIOD:2016-03-31	STATUS:F	Gender:male	Population:156410
PERIOD:2016-06-30	STATUS:F	Gender:male	Population:156690
PERIOD:2016-09-30	STATUS:F	Gender:male	Population:156640
PERIOD:2016-12-31	STATUS:F	Gender:male	Population:157020
PERIOD:2017-03-31	STATUS:F	Gender:male	Population:157030
PERIOD:2017-06-30	STATUS:F	Gender:male	Population:157080
PERIOD:2017-09-30	STATUS:F	Gender:male	Population:157100
PERIOD:2017-12-31	STATUS:F	Gender:male	Population:157030
PERIOD:2018-03-31	STATUS:F	Gender:male	Population:157250
PERIOD:2018-06-30	STATUS:P	Gender:male	Population:157370
PERIOD:2008-06-30	STATUS:F	Gender:total	Population:301030
PERIOD:2008-09-30	STATUS:F	Gender:total	Population:302840
PERIOD:2008-12-31	STATUS:F	Gender:total	Population:304350
PERIOD:2009-03-31	STATUS:F	Gender:total	Population:305890
PERIOD:2009-06-30	STATUS:F	Gender:total	Population:307200
PERIOD:2009-09-30	STATUS:F	Gender:total	Population:309130
PERIOD:2009-12-31	STATUS:F	Gender:total	Population:311270
PERIOD:2010-03-31	STATUS:F	Gender:total	Population:312900
PERIOD:2010-06-30	STATUS:F	Gender:total	Population:314350
PERIOD:2010-09-30	STATUS:F	Gender:total	Population:315740
PERIOD:2010-12-31	STATUS:F	Gender:total	Population:316830
PERIOD:2011-03-31	STATUS:F	Gender:total	Population:317570
PERIOD:2011-06-30	STATUS:F	Gender:total	Population:317460
PERIOD:2011-09-30	STATUS:F	Gender:total	Population:317830
PERIOD:2011-12-31	STATUS:F	Gender:total	Population:317340
PERIOD:2012-03-31	STATUS:F	Gender:total	Population:316790
PERIOD:2012-06-30	STATUS:F	Gender:total	Population:315730
PERIOD:2012-09-30	STATUS:F	Gender:total	Population:314920
PERIOD:2012-12-31	STATUS:F	Gender:total	Population:314560
PERIOD:2013-03-31	STATUS:F	Gender:total	Population:313360
PERIOD:2013-06-30	STATUS:F	Gender:total	Population:311930
PERIOD:2013-09-30	STATUS:F	Gender:total	Population:310850
PERIOD:2013-12-31	STATUS:F	Gender:total	Population:310150
PERIOD:2014-03-31	STATUS:F	Gender:total	Population:309360
PERIOD:2014-06-30	STATUS:F	Gender:total	Population:308810
PERIOD:2014-09-30	STATUS:F	Gender:total	Population:307640
PERIOD:2014-12-31	STATUS:F	Gender:total	Population:307130
PERIOD:2015-03-31	STATUS:F	Gender:total	Population:306440
PERIOD:2015-06-30	STATUS:F	Gender:total	Population:305740
PERIOD:2015-09-30	STATUS:F	Gender:total	Population:305060
PERIOD:2015-12-31	STATUS:F	Gender:total	Population:304910
PERIOD:2016-03-31	STATUS:F	Gender:total	Population:304800
PERIOD:2016-06-30	STATUS:F	Gender:total	Population:305020
PERIOD:2016-09-30	STATUS:F	Gender:total	Population:305350
PERIOD:2016-12-31	STATUS:F	Gender:total	Population:306090
PERIOD:2017-03-31	STATUS:F	Gender:total	Population:305920
PERIOD:2017-06-30	STATUS:F	Gender:total	Population:305980
PERIOD:2017-09-30	STATUS:F	Gender:total	Population:306040
PERIOD:2017-12-31	STATUS:F	Gender:total	Population:305950
PERIOD:2018-03-31	STATUS:F	Gender:total	Population:306270
PERIOD:2018-06-30	STATUS:P	Gender:total	Population:306380
********************************

******** AGE:10-14 **********
PERIOD:2008-06-30	STATUS:F	Gender:female	Population:148020
PERIOD:2008-09-30	STATUS:F	Gender:female	Population:147630
PERIOD:2008-12-31	STATUS:F	Gender:female	Population:146930
PERIOD:2009-03-31	STATUS:F	Gender:female	Population:146810
PERIOD:2009-06-30	STATUS:F	Gender:female	Population:146990
PERIOD:2009-09-30	STATUS:F	Gender:female	Population:147030
PERIOD:2009-12-31	STATUS:F	Gender:female	Population:147020
PERIOD:2010-03-31	STATUS:F	Gender:female	Population:147300
PERIOD:2010-06-30	STATUS:F	Gender:female	Population:147410
PERIOD:2010-09-30	STATUS:F	Gender:female	Population:147410
PERIOD:2010-12-31	STATUS:F	Gender:female	Population:147360
PERIOD:2011-03-31	STATUS:F	Gender:female	Population:147460
PERIOD:2011-06-30	STATUS:F	Gender:female	Population:147470
PERIOD:2011-09-30	STATUS:F	Gender:female	Population:147220
PERIOD:2011-12-31	STATUS:F	Gender:female	Population:146880
PERIOD:2012-03-31	STATUS:F	Gender:female	Population:146660
PERIOD:2012-06-30	STATUS:F	Gender:female	Population:146110
PERIOD:2012-09-30	STATUS:F	Gender:female	Population:145790
PERIOD:2012-12-31	STATUS:F	Gender:female	Population:145180
PERIOD:2013-03-31	STATUS:F	Gender:female	Population:144800
PERIOD:2013-06-30	STATUS:F	Gender:female	Population:144580
PERIOD:2013-09-30	STATUS:F	Gender:female	Population:144260
PERIOD:2013-12-31	STATUS:F	Gender:female	Population:144350
PERIOD:2014-03-31	STATUS:F	Gender:female	Population:144620
PERIOD:2014-06-30	STATUS:F	Gender:female	Population:144370
PERIOD:2014-09-30	STATUS:F	Gender:female	Population:143910
PERIOD:2014-12-31	STATUS:F	Gender:female	Population:143570
PERIOD:2015-03-31	STATUS:F	Gender:female	Population:143610
PERIOD:2015-06-30	STATUS:F	Gender:female	Population:143390
PERIOD:2015-09-30	STATUS:F	Gender:female	Population:143170
PERIOD:2015-12-31	STATUS:F	Gender:female	Population:143000
PERIOD:2016-03-31	STATUS:F	Gender:female	Population:143340
PERIOD:2016-06-30	STATUS:F	Gender:female	Population:143850
PERIOD:2016-09-30	STATUS:F	Gender:female	Population:144120
PERIOD:2016-12-31	STATUS:F	Gender:female	Population:144640
PERIOD:2017-03-31	STATUS:F	Gender:female	Population:145860
PERIOD:2017-06-30	STATUS:F	Gender:female	Population:147040
PERIOD:2017-09-30	STATUS:F	Gender:female	Population:148080
PERIOD:2017-12-31	STATUS:F	Gender:female	Population:149180
PERIOD:2018-03-31	STATUS:F	Gender:female	Population:150780
PERIOD:2018-06-30	STATUS:P	Gender:female	Population:151740
PERIOD:2008-06-30	STATUS:F	Gender:male	Population:155530
PERIOD:2008-09-30	STATUS:F	Gender:male	Population:155230
PERIOD:2008-12-31	STATUS:F	Gender:male	Population:154760
PERIOD:2009-03-31	STATUS:F	Gender:male	Population:154610
PERIOD:2009-06-30	STATUS:F	Gender:male	Population:154880
PERIOD:2009-09-30	STATUS:F	Gender:male	Population:155050
PERIOD:2009-12-31	STATUS:F	Gender:male	Population:155220
PERIOD:2010-03-31	STATUS:F	Gender:male	Population:155320
PERIOD:2010-06-30	STATUS:F	Gender:male	Population:155590
PERIOD:2010-09-30	STATUS:F	Gender:male	Population:155660
PERIOD:2010-12-31	STATUS:F	Gender:male	Population:155570
PERIOD:2011-03-31	STATUS:F	Gender:male	Population:155400
PERIOD:2011-06-30	STATUS:F	Gender:male	Population:155210
PERIOD:2011-09-30	STATUS:F	Gender:male	Population:154830
PERIOD:2011-12-31	STATUS:F	Gender:male	Population:154450
PERIOD:2012-03-31	STATUS:F	Gender:male	Population:154300
PERIOD:2012-06-30	STATUS:F	Gender:male	Population:153890
PERIOD:2012-09-30	STATUS:F	Gender:male	Population:153390
PERIOD:2012-12-31	STATUS:F	Gender:male	Population:152710
PERIOD:2013-03-31	STATUS:F	Gender:male	Population:152560
PERIOD:2013-06-30	STATUS:F	Gender:male	Population:152180
PERIOD:2013-09-30	STATUS:F	Gender:male	Population:151790
PERIOD:2013-12-31	STATUS:F	Gender:male	Population:151610
PERIOD:2014-03-31	STATUS:F	Gender:male	Population:151670
PERIOD:2014-06-30	STATUS:F	Gender:male	Population:151460
PERIOD:2014-09-30	STATUS:F	Gender:male	Population:151220
PERIOD:2014-12-31	STATUS:F	Gender:male	Population:150720
PERIOD:2015-03-31	STATUS:F	Gender:male	Population:150590
PERIOD:2015-06-30	STATUS:F	Gender:male	Population:150090
PERIOD:2015-09-30	STATUS:F	Gender:male	Population:149850
PERIOD:2015-12-31	STATUS:F	Gender:male	Population:149800
PERIOD:2016-03-31	STATUS:F	Gender:male	Population:150030
PERIOD:2016-06-30	STATUS:F	Gender:male	Population:150480
PERIOD:2016-09-30	STATUS:F	Gender:male	Population:151100
PERIOD:2016-12-31	STATUS:F	Gender:male	Population:151740
PERIOD:2017-03-31	STATUS:F	Gender:male	Population:153160
PERIOD:2017-06-30	STATUS:F	Gender:male	Population:154320
PERIOD:2017-09-30	STATUS:F	Gender:male	Population:155670
PERIOD:2017-12-31	STATUS:F	Gender:male	Population:156770
PERIOD:2018-03-31	STATUS:F	Gender:male	Population:158080
PERIOD:2018-06-30	STATUS:P	Gender:male	Population:159200
PERIOD:2008-06-30	STATUS:F	Gender:total	Population:303540
PERIOD:2008-09-30	STATUS:F	Gender:total	Population:302860
PERIOD:2008-12-31	STATUS:F	Gender:total	Population:301690
PERIOD:2009-03-31	STATUS:F	Gender:total	Population:301420
PERIOD:2009-06-30	STATUS:F	Gender:total	Population:301870
PERIOD:2009-09-30	STATUS:F	Gender:total	Population:302080
PERIOD:2009-12-31	STATUS:F	Gender:total	Population:302240
PERIOD:2010-03-31	STATUS:F	Gender:total	Population:302620
PERIOD:2010-06-30	STATUS:F	Gender:total	Population:303000
PERIOD:2010-09-30	STATUS:F	Gender:total	Population:303070
PERIOD:2010-12-31	STATUS:F	Gender:total	Population:302930
PERIOD:2011-03-31	STATUS:F	Gender:total	Population:302860
PERIOD:2011-06-30	STATUS:F	Gender:total	Population:302680
PERIOD:2011-09-30	STATUS:F	Gender:total	Population:302060
PERIOD:2011-12-31	STATUS:F	Gender:total	Population:301330
PERIOD:2012-03-31	STATUS:F	Gender:total	Population:300960
PERIOD:2012-06-30	STATUS:F	Gender:total	Population:300000
PERIOD:2012-09-30	STATUS:F	Gender:total	Population:299180
PERIOD:2012-12-31	STATUS:F	Gender:total	Population:297880
PERIOD:2013-03-31	STATUS:F	Gender:total	Population:297360
PERIOD:2013-06-30	STATUS:F	Gender:total	Population:296770
PERIOD:2013-09-30	STATUS:F	Gender:total	Population:296060
PERIOD:2013-12-31	STATUS:F	Gender:total	Population:295960
PERIOD:2014-03-31	STATUS:F	Gender:total	Population:296290
PERIOD:2014-06-30	STATUS:F	Gender:total	Population:295830
PERIOD:2014-09-30	STATUS:F	Gender:total	Population:295140
PERIOD:2014-12-31	STATUS:F	Gender:total	Population:294290
PERIOD:2015-03-31	STATUS:F	Gender:total	Population:294200
PERIOD:2015-06-30	STATUS:F	Gender:total	Population:293470
PERIOD:2015-09-30	STATUS:F	Gender:total	Population:293020
PERIOD:2015-12-31	STATUS:F	Gender:total	Population:292810
PERIOD:2016-03-31	STATUS:F	Gender:total	Population:293370
PERIOD:2016-06-30	STATUS:F	Gender:total	Population:294330
PERIOD:2016-09-30	STATUS:F	Gender:total	Population:295230
PERIOD:2016-12-31	STATUS:F	Gender:total	Population:296380
PERIOD:2017-03-31	STATUS:F	Gender:total	Population:299020
PERIOD:2017-06-30	STATUS:F	Gender:total	Population:301360
PERIOD:2017-09-30	STATUS:F	Gender:total	Population:303750
PERIOD:2017-12-31	STATUS:F	Gender:total	Population:305950
PERIOD:2018-03-31	STATUS:F	Gender:total	Population:308870
PERIOD:2018-06-30	STATUS:P	Gender:total	Population:310950
********************************

******** AGE:15-19 **********
PERIOD:2008-06-30	STATUS:F	Gender:female	Population:156530
PERIOD:2008-09-30	STATUS:F	Gender:female	Population:157000
PERIOD:2008-12-31	STATUS:F	Gender:female	Population:156670
PERIOD:2009-03-31	STATUS:F	Gender:female	Population:156810
PERIOD:2009-06-30	STATUS:F	Gender:female	Population:156720
PERIOD:2009-09-30	STATUS:F	Gender:female	Population:157120
PERIOD:2009-12-31	STATUS:F	Gender:female	Population:156620
PERIOD:2010-03-31	STATUS:F	Gender:female	Population:156770
PERIOD:2010-06-30	STATUS:F	Gender:female	Population:156270
PERIOD:2010-09-30	STATUS:F	Gender:female	Population:156290
PERIOD:2010-12-31	STATUS:F	Gender:female	Population:155330
PERIOD:2011-03-31	STATUS:F	Gender:female	Population:155040
PERIOD:2011-06-30	STATUS:F	Gender:female	Population:154220
PERIOD:2011-09-30	STATUS:F	Gender:female	Population:154160
PERIOD:2011-12-31	STATUS:F	Gender:female	Population:153540
PERIOD:2012-03-31	STATUS:F	Gender:female	Population:153110
PERIOD:2012-06-30	STATUS:F	Gender:female	Population:153000
PERIOD:2012-09-30	STATUS:F	Gender:female	Population:153030
PERIOD:2012-12-31	STATUS:F	Gender:female	Population:152620
PERIOD:2013-03-31	STATUS:F	Gender:female	Population:152500
PERIOD:2013-06-30	STATUS:F	Gender:female	Population:152330
PERIOD:2013-09-30	STATUS:F	Gender:female	Population:152600
PERIOD:2013-12-31	STATUS:F	Gender:female	Population:151900
PERIOD:2014-03-31	STATUS:F	Gender:female	Population:152120
PERIOD:2014-06-30	STATUS:F	Gender:female	Population:152140
PERIOD:2014-09-30	STATUS:F	Gender:female	Population:152940
PERIOD:2014-12-31	STATUS:F	Gender:female	Population:152740
PERIOD:2015-03-31	STATUS:F	Gender:female	Population:153370
PERIOD:2015-06-30	STATUS:F	Gender:female	Population:153330
PERIOD:2015-09-30	STATUS:F	Gender:female	Population:154060
PERIOD:2015-12-31	STATUS:F	Gender:female	Population:153970
PERIOD:2016-03-31	STATUS:F	Gender:female	Population:154680
PERIOD:2016-06-30	STATUS:F	Gender:female	Population:154530
PERIOD:2016-09-30	STATUS:F	Gender:female	Population:154960
PERIOD:2016-12-31	STATUS:F	Gender:female	Population:154470
PERIOD:2017-03-31	STATUS:F	Gender:female	Population:154830
PERIOD:2017-06-30	STATUS:F	Gender:female	Population:154030
PERIOD:2017-09-30	STATUS:F	Gender:female	Population:154370
PERIOD:2017-12-31	STATUS:F	Gender:female	Population:153650
PERIOD:2018-03-31	STATUS:F	Gender:female	Population:153640
PERIOD:2018-06-30	STATUS:P	Gender:female	Population:153090
PERIOD:2008-06-30	STATUS:F	Gender:male	Population:160500
PERIOD:2008-09-30	STATUS:F	Gender:male	Population:160750
PERIOD:2008-12-31	STATUS:F	Gender:male	Population:160210
PERIOD:2009-03-31	STATUS:F	Gender:male	Population:160490
PERIOD:2009-06-30	STATUS:F	Gender:male	Population:160290
PERIOD:2009-09-30	STATUS:F	Gender:male	Population:160640
PERIOD:2009-12-31	STATUS:F	Gender:male	Population:160280
PERIOD:2010-03-31	STATUS:F	Gender:male	Population:161030
PERIOD:2010-06-30	STATUS:F	Gender:male	Population:160860
PERIOD:2010-09-30	STATUS:F	Gender:male	Population:161050
PERIOD:2010-12-31	STATUS:F	Gender:male	Population:160500
PERIOD:2011-03-31	STATUS:F	Gender:male	Population:160710
PERIOD:2011-06-30	STATUS:F	Gender:male	Population:160330
PERIOD:2011-09-30	STATUS:F	Gender:male	Population:160500
PERIOD:2011-12-31	STATUS:F	Gender:male	Population:159920
PERIOD:2012-03-31	STATUS:F	Gender:male	Population:159700
PERIOD:2012-06-30	STATUS:F	Gender:male	Population:159840
PERIOD:2012-09-30	STATUS:F	Gender:male	Population:159960
PERIOD:2012-12-31	STATUS:F	Gender:male	Population:159810
PERIOD:2013-03-31	STATUS:F	Gender:male	Population:160100
PERIOD:2013-06-30	STATUS:F	Gender:male	Population:160150
PERIOD:2013-09-30	STATUS:F	Gender:male	Population:160610
PERIOD:2013-12-31	STATUS:F	Gender:male	Population:160360
PERIOD:2014-03-31	STATUS:F	Gender:male	Population:161070
